Frame,RMSE
0,0.04656
1,0.04623
2,0.04597
3,0.04581
4,0.04572
5,0.04565
6,0.04565
7,0.04560
8,0.04557
9,0.04554
10,0.04554
11,0.04552
12,0.04555
13,0.04553
14,0.04552
15,0.04552
16,0.04546
17,0.04552
18,0.04552
19,0.04552
20,0.04551
21,0.04551
22,0.04552
23,0.04551
24,0.04552
25,0.04551
26,0.04551
27,0.04550
28,0.04552
29,0.04551
30,0.04551
31,0.04551
