Frame,RMSE
0,0.24599
1,0.22227
2,0.20112
3,0.18684
4,0.17849
5,0.17599
6,0.17812
7,0.17722
8,0.17514
9,0.17347
10,0.17245
11,0.17250
12,0.17354
13,0.17344
14,0.17296
15,0.17271
16,0.17240
17,0.17333
18,0.17422
19,0.17476
20,0.17381
21,0.17241
22,0.17226
23,0.17259
24,0.17284
25,0.17308
26,0.17283
27,0.17246
28,0.17253
29,0.17269
30,0.17274
31,0.17287
