Frame,RMSE
0,0.05589
1,0.04586
2,0.03817
3,0.03239
4,0.02783
5,0.02451
6,0.02198
7,0.02017
8,0.01893
9,0.01801
10,0.01753
11,0.01719
12,0.01687
13,0.01673
14,0.01664
15,0.01654
16,0.01679
17,0.01691
18,0.01683
19,0.01676
20,0.01676
21,0.01671
22,0.01659
23,0.01647
24,0.01656
25,0.01654
26,0.01668
27,0.01671
28,0.01663
29,0.01667
30,0.01672
31,0.01666
