Frame,RMSE
0,0.00499
1,0.00516
2,0.00491
3,0.00480
4,0.00473
5,0.00468
6,0.00467
7,0.00463
8,0.00463
9,0.00459
10,0.00461
11,0.00463
12,0.00461
13,0.00453
14,0.00453
15,0.00455
16,0.00392
17,0.00458
18,0.00456
19,0.00457
20,0.00458
21,0.00458
22,0.00454
23,0.00457
24,0.00461
25,0.00458
26,0.00461
27,0.00462
28,0.00458
29,0.00452
30,0.00454
31,0.00456
