Frame,RMSE
0,0.04240
1,0.03993
2,0.03855
3,0.03796
4,0.03747
5,0.03730
6,0.03721
7,0.03716
8,0.03697
9,0.03711
10,0.03698
11,0.03701
12,0.03701
13,0.03710
14,0.03698
15,0.03710
16,0.03696
17,0.03702
18,0.03709
19,0.03711
20,0.03694
21,0.03701
22,0.03701
23,0.03708
24,0.03705
25,0.03711
26,0.03699
27,0.03713
28,0.03702
29,0.03707
30,0.03702
31,0.03710
