Frame,RMSE
0,0.04660
1,0.04643
2,0.04629
3,0.04618
4,0.04610
5,0.04607
6,0.04607
7,0.04604
8,0.04601
9,0.04598
10,0.04597
11,0.04597
12,0.04598
13,0.04597
14,0.04597
15,0.04596
16,0.04589
17,0.04596
18,0.04597
19,0.04597
20,0.04596
21,0.04596
22,0.04595
23,0.04596
24,0.04596
25,0.04595
26,0.04596
27,0.04595
28,0.04594
29,0.04595
30,0.04596
31,0.04596
