Frame,RMSE
0,0.05915
1,0.04626
2,0.03726
3,0.03068
4,0.02546
5,0.02143
6,0.01844
7,0.01623
8,0.01453
9,0.01327
10,0.01258
11,0.01188
12,0.01151
13,0.01132
14,0.01106
15,0.01068
16,0.01110
17,0.01103
18,0.01083
19,0.01083
20,0.01085
21,0.01086
22,0.01081
23,0.01087
24,0.01080
25,0.01083
26,0.01084
27,0.01077
28,0.01078
29,0.01082
30,0.01080
31,0.01080
