Frame,RMSE
0,0.01899
1,0.01707
2,0.01587
3,0.01506
4,0.01449
5,0.01404
6,0.01416
7,0.01375
8,0.01355
9,0.01338
10,0.01340
11,0.01330
12,0.01343
13,0.01329
14,0.01329
15,0.01323
16,0.01299
17,0.01320
18,0.01329
19,0.01328
20,0.01326
21,0.01321
22,0.01324
23,0.01323
24,0.01328
25,0.01321
26,0.01321
27,0.01321
28,0.01319
29,0.01317
30,0.01327
31,0.01323
