Frame,RMSE
0,0.01899
1,0.01697
2,0.01613
3,0.01497
4,0.01470
5,0.01396
6,0.01414
7,0.01365
8,0.01370
9,0.01347
10,0.01348
11,0.01329
12,0.01345
13,0.01331
14,0.01338
15,0.01331
16,0.01310
17,0.01329
18,0.01335
19,0.01320
20,0.01331
21,0.01327
22,0.01330
23,0.01324
24,0.01332
25,0.01325
26,0.01329
27,0.01323
28,0.01330
29,0.01327
30,0.01332
31,0.01322
