Frame,RMSE
0,0.02052
1,0.01602
2,0.01306
3,0.01096
4,0.00932
5,0.00808
6,0.00709
7,0.00639
8,0.00587
9,0.00542
10,0.00524
11,0.00503
12,0.00494
13,0.00490
14,0.00479
15,0.00476
16,0.00429
17,0.00475
18,0.00469
19,0.00471
20,0.00472
21,0.00476
22,0.00474
23,0.00472
24,0.00474
25,0.00463
26,0.00471
27,0.00467
28,0.00471
29,0.00473
30,0.00468
31,0.00477
