Frame,RMSE
0,0.02018
1,0.01702
2,0.01462
3,0.01292
4,0.01165
5,0.01081
6,0.01014
7,0.00970
8,0.00940
9,0.00920
10,0.00911
11,0.00898
12,0.00894
13,0.00892
14,0.00894
15,0.00888
16,0.00870
17,0.00902
18,0.00900
19,0.00897
20,0.00892
21,0.00895
22,0.00891
23,0.00889
24,0.00888
25,0.00888
26,0.00892
27,0.00887
28,0.00889
29,0.00891
30,0.00895
31,0.00891
