Frame,RMSE
0,0.00915
1,0.00916
2,0.00894
3,0.00881
4,0.00879
5,0.00876
6,0.00881
7,0.00876
8,0.00873
9,0.00878
10,0.00880
11,0.00878
12,0.00880
13,0.00880
14,0.00879
15,0.00878
16,0.00849
17,0.00886
18,0.00881
19,0.00878
20,0.00881
21,0.00878
22,0.00880
23,0.00879
24,0.00877
25,0.00882
26,0.00884
27,0.00881
28,0.00881
29,0.00881
30,0.00881
31,0.00881
