Frame,RMSE
0,0.00790
1,0.00817
2,0.00819
3,0.00815
4,0.00814
5,0.00811
6,0.00809
7,0.00811
8,0.00805
9,0.00808
10,0.00806
11,0.00808
12,0.00807
13,0.00806
14,0.00808
15,0.00803
16,0.00770
17,0.00803
18,0.00809
19,0.00808
20,0.00808
21,0.00807
22,0.00805
23,0.00808
24,0.00803
25,0.00806
26,0.00805
27,0.00807
28,0.00806
29,0.00805
30,0.00808
31,0.00802
