Frame,RMSE
0,0.00881
1,0.00861
2,0.00847
3,0.00825
4,0.00820
5,0.00810
6,0.00812
7,0.00803
8,0.00805
9,0.00801
10,0.00802
11,0.00798
12,0.00799
13,0.00800
14,0.00802
15,0.00799
16,0.00763
17,0.00794
18,0.00797
19,0.00796
20,0.00796
21,0.00798
22,0.00797
23,0.00796
24,0.00799
25,0.00798
26,0.00799
27,0.00797
28,0.00796
29,0.00799
30,0.00801
31,0.00799
