Frame,RMSE
0,0.15142
1,0.14102
2,0.13692
3,0.13417
4,0.13311
5,0.13223
6,0.13348
7,0.13259
8,0.13229
9,0.13208
10,0.13202
11,0.13224
12,0.13285
13,0.13244
14,0.13239
15,0.13190
16,0.13224
17,0.13254
18,0.13269
19,0.13202
20,0.13191
21,0.13227
22,0.13286
23,0.13262
24,0.13232
25,0.13171
26,0.13241
27,0.13226
28,0.13165
29,0.13221
30,0.13271
31,0.13227
