Frame,RMSE
0,0.04244
1,0.03921
2,0.03795
3,0.03729
4,0.03689
5,0.03672
6,0.03685
7,0.03674
8,0.03664
9,0.03673
10,0.03656
11,0.03679
12,0.03678
13,0.03680
14,0.03683
15,0.03675
16,0.03660
17,0.03680
18,0.03677
19,0.03672
20,0.03667
21,0.03680
22,0.03677
23,0.03693
24,0.03666
25,0.03668
26,0.03670
27,0.03679
28,0.03651
29,0.03676
30,0.03669
31,0.03667
