Frame,RMSE
0,0.02821
1,0.02706
2,0.02626
3,0.02571
4,0.02533
5,0.02515
6,0.02511
7,0.02499
8,0.02494
9,0.02487
10,0.02480
11,0.02482
12,0.02480
13,0.02482
14,0.02480
15,0.02481
16,0.02468
17,0.02484
18,0.02477
19,0.02478
20,0.02479
21,0.02484
22,0.02477
23,0.02483
24,0.02477
25,0.02477
26,0.02483
27,0.02480
28,0.02478
29,0.02484
30,0.02477
31,0.02479
