Frame,RMSE
0,0.00841
1,0.00849
2,0.00833
3,0.00830
4,0.00815
5,0.00813
6,0.00811
7,0.00809
8,0.00811
9,0.00807
10,0.00809
11,0.00809
12,0.00805
13,0.00806
14,0.00809
15,0.00808
16,0.00772
17,0.00808
18,0.00804
19,0.00813
20,0.00807
21,0.00808
22,0.00807
23,0.00808
24,0.00807
25,0.00805
26,0.00810
27,0.00809
28,0.00806
29,0.00808
30,0.00806
31,0.00806
