Frame,RMSE
0,0.04726
1,0.04687
2,0.04657
3,0.04638
4,0.04624
5,0.04613
6,0.04615
7,0.04610
8,0.04607
9,0.04605
10,0.04603
11,0.04601
12,0.04601
13,0.04600
14,0.04601
15,0.04600
16,0.04594
17,0.04600
18,0.04599
19,0.04599
20,0.04600
21,0.04599
22,0.04600
23,0.04599
24,0.04599
25,0.04599
26,0.04600
27,0.04600
28,0.04600
29,0.04598
30,0.04598
31,0.04598
