Frame,RMSE
0,0.06470
1,0.05426
2,0.04979
3,0.04715
4,0.04542
5,0.04425
6,0.04350
7,0.04298
8,0.04265
9,0.04242
10,0.04227
11,0.04215
12,0.04210
13,0.04206
14,0.04204
15,0.04202
16,0.04221
17,0.04219
18,0.04210
19,0.04208
20,0.04205
21,0.04203
22,0.04202
23,0.04200
24,0.04200
25,0.04199
26,0.04199
27,0.04197
28,0.04198
29,0.04199
30,0.04199
31,0.04200
