Frame,RMSE
0,0.02020
1,0.01785
2,0.01456
3,0.01158
4,0.00966
5,0.00938
6,0.01036
7,0.01017
8,0.00939
9,0.00860
10,0.00820
11,0.00837
12,0.00881
13,0.00879
14,0.00858
15,0.00841
16,0.00784
17,0.00860
18,0.00911
19,0.00930
20,0.00896
21,0.00831
22,0.00820
23,0.00846
24,0.00866
25,0.00868
26,0.00855
27,0.00840
28,0.00839
29,0.00845
30,0.00850
31,0.00853
