Frame,RMSE
0,0.04745
1,0.04712
2,0.04688
3,0.04673
4,0.04660
5,0.04653
6,0.04653
7,0.04648
8,0.04646
9,0.04645
10,0.04642
11,0.04641
12,0.04642
13,0.04641
14,0.04641
15,0.04640
16,0.04634
17,0.04639
18,0.04639
19,0.04639
20,0.04639
21,0.04640
22,0.04640
23,0.04638
24,0.04639
25,0.04639
26,0.04640
27,0.04640
28,0.04640
29,0.04639
30,0.04638
31,0.04639
