Frame,RMSE
0,0.05524
1,0.05365
2,0.05285
3,0.05225
4,0.05196
5,0.05172
6,0.05178
7,0.05145
8,0.05140
9,0.05132
10,0.05138
11,0.05136
12,0.05136
13,0.05127
14,0.05127
15,0.05127
16,0.05128
17,0.05134
18,0.05135
19,0.05125
20,0.05125
21,0.05123
22,0.05130
23,0.05133
24,0.05132
25,0.05122
26,0.05126
27,0.05124
28,0.05131
29,0.05133
30,0.05131
31,0.05123
