Frame,RMSE
0,0.24568
1,0.21169
2,0.19693
3,0.18855
4,0.18336
5,0.17995
6,0.17771
7,0.17646
8,0.17558
9,0.17487
10,0.17458
11,0.17431
12,0.17425
13,0.17413
14,0.17399
15,0.17388
16,0.17419
17,0.17427
18,0.17414
19,0.17405
20,0.17396
21,0.17387
22,0.17378
23,0.17397
24,0.17393
25,0.17390
26,0.17400
27,0.17401
28,0.17411
29,0.17412
30,0.17406
31,0.17398
