Frame,RMSE
0,0.04483
1,0.04086
2,0.03926
3,0.03837
4,0.03796
5,0.03762
6,0.03757
7,0.03766
8,0.03757
9,0.03743
10,0.03752
11,0.03735
12,0.03750
13,0.03745
14,0.03755
15,0.03745
16,0.03755
17,0.03740
18,0.03747
19,0.03748
20,0.03751
21,0.03742
22,0.03752
23,0.03737
24,0.03735
25,0.03746
26,0.03749
27,0.03732
28,0.03751
29,0.03745
30,0.03757
31,0.03753
