Frame,RMSE
0,0.04485
1,0.03856
2,0.03568
3,0.03402
4,0.03334
5,0.03297
6,0.03282
7,0.03252
8,0.03243
9,0.03234
10,0.03247
11,0.03250
12,0.03244
13,0.03240
14,0.03246
15,0.03233
16,0.03237
17,0.03236
18,0.03250
19,0.03226
20,0.03237
21,0.03230
22,0.03230
23,0.03225
24,0.03224
25,0.03215
26,0.03241
27,0.03242
28,0.03230
29,0.03229
30,0.03246
31,0.03231
