Frame,RMSE
0,0.01552
1,0.01417
2,0.01314
3,0.01239
4,0.01194
5,0.01166
6,0.01174
7,0.01154
8,0.01140
9,0.01130
10,0.01122
11,0.01123
12,0.01132
13,0.01128
14,0.01121
15,0.01117
16,0.01089
17,0.01121
18,0.01125
19,0.01127
20,0.01122
21,0.01119
22,0.01112
23,0.01119
24,0.01125
25,0.01128
26,0.01124
27,0.01123
28,0.01116
29,0.01120
30,0.01121
31,0.01123
