Frame,RMSE
0,0.00901
1,0.00889
2,0.00860
3,0.00838
4,0.00826
5,0.00820
6,0.00817
7,0.00810
8,0.00814
9,0.00813
10,0.00806
11,0.00805
12,0.00805
13,0.00814
14,0.00807
15,0.00809
16,0.00773
17,0.00811
18,0.00807
19,0.00805
20,0.00808
21,0.00810
22,0.00807
23,0.00805
24,0.00808
25,0.00809
26,0.00807
27,0.00805
28,0.00806
29,0.00816
30,0.00805
31,0.00807
