Frame,RMSE
0,0.02129
1,0.02046
2,0.01972
3,0.01922
4,0.01884
5,0.01868
6,0.01862
7,0.01857
8,0.01852
9,0.01847
10,0.01835
11,0.01836
12,0.01833
13,0.01845
14,0.01838
15,0.01838
16,0.01818
17,0.01835
18,0.01830
19,0.01838
20,0.01835
21,0.01838
22,0.01829
23,0.01833
24,0.01828
25,0.01839
26,0.01835
27,0.01835
28,0.01830
29,0.01840
30,0.01829
31,0.01837
